"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liberia","LBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1753.47513427592","1740.23852460437","1763.45790489898","1210.91230912895","1219.41401921092","1250.91779349373","1306.43904438368","1376.15893982764","1414.84595813365","1431.79420478954","1465.55929680094","1535.97715754043","1611.34543763821","1704.87869164358","1673.05586356408","1630.58428993495","1565.13738599432","1564.19768164013","1543.96907889576","1469.76395912306","1392.00483821433",
"Libya","LBY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16402.9608604597","16746.2738707408","16193.0871860589","15783.0981754167","17553.5531997824","18048.9425099151","19883.4829147438","20858.5365109573","21857.1320263584","22129.1937498892","21685.0228785807","22539.8927593081","8479.94796433782","18806.7838015844","16160.1102385469","12201.2046848341","11022.4292135086","10592.4309433663","13238.0005389502","15017.9935741811","15174.1625153905","10282.2910731427",
"St. Lucia","LCA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11732.9832455064","11610.3331346592","12378.3643159165","12307.8183181613","12359.9379791407","12422.6609413646","12616.8364673359","12356.3301876082","12952.6186126035","13129.9275836863","12989.7423087577","12432.2685604932","12389.428747623","12826.215309954","13648.5853870944","13460.5749531133","14124.214721005","14168.9997280205","14663.2359068103","14065.4235521704","14137.5895128928","14789.9669257871","14667.1610091307","14133.4843259097","14317.3566638365","14057.6075997816","14497.5954463781","14928.396096145","15286.2791270982","15200.8720507536","12048.9277415729",
"Latin America & Caribbean","LCN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10574.3474652212","10730.9359031116","10845.5208840755","11127.7677253002","11531.9294683549","11417.1135010102","11691.4793711746","12122.7432960677","12263.1590237439","12145.3519844308","12397.5412848641","12274.3182898285","12176.9481703385","12321.4463587662","12832.9732826321","13173.8185425381","13672.9979783682","14217.9827212729","14572.6616040643","14107.1525466188","14853.9690255312","15361.0656579089","15595.4582317606","15885.00843244","15964.6353617071","15917.4827785137","15773.396829263","15928.5586973158","16055.8675423345","16043.1158700409","14826.3510716224",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1581.51768762172","1566.62346485291","1530.43382626228","1491.39869354889","1458.74338066907","1503.88296141733","1549.84453128419","1584.71352653358","1604.25855343555","1630.47861147956","1658.80632569246","1705.88157095433","1745.41484615363","1792.21187446678","1863.67269257291","1957.23550491427","2051.05204667986","2157.92507651806","2250.24176549792","2292.21890977168","2378.82292665009","2436.93511531282","2478.71697754145","2557.96112272368","2650.91816771436","2712.33522801069","2784.24783251123","2861.71845473524","2934.67670233931","3021.02018807248","2983.09239058947",
"Low income","LIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382.16374862484","1350.1725791715","1291.71045955208","1265.61017623537","1229.4392752204","1252.48090165139","1285.69107489563","1316.00487173818","1317.82172018846","1324.20248543718","1326.97040599599","1362.72993040193","1378.70848742701","1406.87320631904","1452.92304031142","1508.00709251186","1562.65098271036","1624.95402865299","1675.12798038368","1686.3725478406","1756.96653092631","1772.15892853728","1739.218025703","1786.11293213658","1848.86085089541","1888.64038865155","1930.07692778046","1963.59111785482","1986.64119494451","2021.95104438964","1988.42822611687",
"Liechtenstein","LIE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3878.30933759434","4008.13829389097","4137.05342592039","4376.12832642305","4577.86143148453","4790.34876682995","4938.71027371313","5225.57774280539","5443.48412919765","5647.55832843263","5949.97002912315","5816.4739394424","5999.25703996993","6302.21594704683","6589.46350789768","6944.22676755822","7419.41386800341","7865.36830357171","8274.1753628626","8507.59291625497","9126.86561223093","9827.62208611431","10712.3973470478","10990.0705930726","11428.1079039311","11890.5165276211","12287.4730695098","12584.1047924776","12860.3208303539","13070.1256448919","12536.9417561704",
"Lower middle income","LMC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3212.48916479506","3197.26134942739","3202.55914399925","3171.69929743826","3162.20720951112","3237.40970675855","3351.29705338989","3402.0547447346","3383.03056677724","3469.48248394614","3561.60570412008","3645.25683316439","3747.34756560742","3918.73040801273","4113.45612512597","4296.65567583414","4507.9177436804","4744.11095269062","4860.82915135565","4993.3555591712","5241.37429678335","5412.35934200245","5559.27396524917","5754.46089521347","5974.3238029368","6188.23721326233","6477.2023997668","6728.30974735579","6957.94507286859","7115.21183574472","6764.90674629433",
"Low & middle income","LMY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4384.34464373227","4331.9936435769","4272.95271319693","4296.39821978259","4310.48452407251","4388.0555251458","4533.95421221353","4664.65632881882","4681.45833005721","4785.29084466334","4983.03320954272","5092.95246047696","5252.31724700644","5486.5330269664","5820.06134359623","6138.93034191065","6530.60930046362","6981.35208381944","7265.74069733146","7349.58065894701","7790.23313086156","8140.09593808049","8441.7046647897","8762.83711966281","9055.68691628662","9321.67093449868","9633.81432894528","9995.08135708876","10338.8994231647","10603.9807110788","10273.0039885079",
"Lesotho","LSO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1336.63330443487","1397.93471899385","1461.83339173927","1479.96435154136","1535.5280933771","1554.9223820366","1611.6509054849","1642.66989744477","1643.32111330905","1632.98855330593","1685.36701365512","1742.8780614842","1760.60142465499","1851.34874683684","1894.32035122126","1969.63971986002","2059.33514208261","2148.82543875459","2267.25140414385","2235.40528153398","2346.71329671032","2444.9280815031","2585.3657249514","2614.14311009208","2639.4458245507","2701.42185521194","2776.74098382062","2668.29142526247","2614.65884916972","2583.92437114575","2316.98770574605",
"Late-demographic dividend","LTE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5283.06658929884","5214.41487557915","5086.08019762713","5171.4611212334","5258.64592851899","5449.61184515318","5633.78677730283","5849.48075434215","5900.46006251175","6110.86975752471","6486.95041437069","6760.67355171816","7102.57032623405","7530.69631566252","8079.104985278","8623.91321100689","9341.11536085301","10195.4876575366","10806.8837688478","11027.3187661564","11795.3629440602","12513.4761491607","13125.8707229831","13724.4657787558","14282.8011250084","14777.9482645122","15288.010321111","15953.2892732613","16686.8611702975","17357.4423487554","17234.9879936662",
"Lithuania","LTU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10640.3600314613","11274.6401082973","12302.1012042126","13317.9077290717","13259.6169504528","13846.6832884609","14872.3790941775","16004.4388997159","17839.7827376226","19226.4692652314","21053.1846048184","22977.9966473047","25835.3680157114","26784.8800343204","23065.0619581523","23942.7603567557","25968.5834234521","27330.8959483858","28589.0266601627","29855.8314910326","30748.1963109529","31925.8034212317","33761.871239796","35446.708082914","37166.2100814318","37109.5130067189",
"Luxembourg","LUX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70860.8191239509","75961.6687167113","76323.3047532824","78468.9217598348","80365.2245079687","80379.1276289992","80401.0320167454","83702.8135298171","88185.8001102476","94115.3840349976","99301.5269991515","101143.147977096","103317.331098088","104743.000088458","107634.837198018","108632.360015806","113346.03578151","120647.822958963","118154.667184464","112230.081410148","114343.988089326","112998.390476598","112137.135491328","113050.663254336","113313.578897944","113182.728563365","116283.699681286","114985.842235989","115049.926078877","116518.276815474","112226.905191434",
"Latvia","LVA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9600.84939544833","9960.88917301781","10949.7246378804","11753.799664252","12176.4649754301","12992.2036675547","13993.9534248194","15160.8420468907","16597.3878370165","18169.1835012153","20334.5999709979","22977.4788288077","25469.1570565611","24903.5945054892","21710.7671407337","21176.2793923828","22118.4092740559","23970.4350618445","24715.7207713883","25423.6448831349","26628.4581724293","27509.1731143996","28673.5633962664","30050.7164948447","31012.135102478","30082.8723554989",
"Macao SAR, China","MAC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48773.0438699488","49155.6779426273","54358.1055559456","55959.1699447191","57163.6827847588","57866.6999369532","56472.9607572516","55196.0150637602","51609.8813132491","49336.720399826","51027.5593769945","51283.8144297065","54498.7817809668","59342.9293361419","73322.9284803512","77395.6788179971","85814.7139129827","96154.3553833485","97345.2215720257","96493.7930646025","118085.567175493","140321.907953572","149702.441471417","161971.46466102","155201.740570844","119406.919122461","116519.507535276","126144.104058125","132373.544079217","127272.548511029","57728.9864028844",
"St. Martin (French part)","MAF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3816.78660516208","4018.33232539403","3864.53471930881","3770.31283712296","4101.57586949635","3820.32955864581","4231.26267855618","4108.77657524226","4349.37955684989","4341.59438948805","4370.56244804006","4633.94144695698","4721.69260880854","4944.12023733474","5120.54822517084","5227.27912399441","5557.74762489005","5686.91891580253","5952.33416447562","6128.78141669126","6281.12352725608","6522.02001340374","6625.10413410585","6827.85270036133","6911.80313254345","7126.28408352933","7105.85585478269","7312.05677903856","7446.93622120704","7546.75473396895","6986.2835611513",
"Monaco","MCO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5696.15835872764","5372.13850162898","5480.85433270117","5124.35489581344","4959.53512792718","5074.37706419218","5395.96732756623","5830.3391258524","6232.66704790333","6710.46912061356","7231.32842221528","7599.52478276726","7845.66940111052","8473.7479217792","7975.38414539473","8550.170639047","9052.86654300804","9000.65892487276","9817.29629671112","10314.4096500359","10360.8295911083","10942.5508739575","11651.3174546862","12363.1468378401","13026.5160219088","12324.388725738",
"Madagascar","MDG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1853.04966954763","1686.15717661308","1656.344476978","1641.21090298785","1591.42000670199","1569.03745748654","1553.57513659708","1560.97408191369","1571.62935130842","1594.47650359186","1614.38252780185","1658.93585396209","1409.39563389992","1501.27454557729","1533.69932128396","1559.87495820835","1596.75346095603","1639.88302726598","1700.69607808506","1587.56718196328","1553.40502004912","1534.93996454516","1538.51668164451","1531.77859051651","1540.74496124671","1546.76721643536","1565.86772514413","1584.4245185911","1591.96654063281","1618.61797345348","1463.86494483634",
"Maldives","MDV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10597.5867015428","11208.4013298296","11935.1748393514","12609.4023741042","13139.6111104224","13358.0655632815","12521.4581299298","13071.9725766988","14452.0045132583","14901.4008257767","12607.2316807381","15516.3615912516","16330.1621375324","17448.3023478355","15731.5554395698","16305.1622101884","17015.1510801804","16708.4769031807","17133.0992156615","17567.7239377428","17283.9730053186","17583.5884158052","18057.9109233313","18793.8447276363","19510.49184133","12744.4297867412",
"Middle East & North Africa","MEA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10456.2148566713","10642.2401346495","10911.5985014219","10889.2341728832","10861.3347043478","10834.2840059022","11119.0592895542","11249.9145423697","11544.5149851005","11531.7262555815","12053.013067051","11990.5997125525","11947.5859298305","12342.205078164","13040.3793526423","13405.2980950185","13859.6432978415","14274.7209011087","14629.2807703841","14442.4523337322","14834.151962069","15078.5946308094","15314.9533496052","15409.9055222991","15567.0963568634","15727.9819631809","16214.497681101","16224.6992116068","16164.6625283266","16039.8364834302","15210.608397264",
"Mexico","MEX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14949.0301460641","15293.1587095725","15550.5601249241","15575.1180606905","16067.1460497389","14808.8071185208","15559.9763718083","16368.0927691667","16954.3296103203","17165.8921814884","17756.5664680698","17438.2085202562","17193.5610804702","17205.9865610425","17635.2468516088","17788.5891204455","18319.4775627403","18462.840123233","18396.8109188439","17168.9773337976","17790.0119218899","18186.2245700593","18594.8944659843","18600.3711821448","18887.5674432127","19268.9143963283","19539.2612488443","19721.2609759241","19928.3961837399","19677.2753402017","17852.3597410459",
"Marshall Islands","MHL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3302.10843598566","3227.30466569187","3398.84754215933","3560.61769426684","3740.92147668849","4028.91647100073","3608.8839056177","3380.95175266168","3359.70775802428","3313.4589852412","3336.09316031373","3518.27438884302","3583.20861145866","3452.97579058703","3421.06383657101","3452.08548636007","3408.63653321014","3501.10727813523","3277.73522172249","3376.7647598801","3595.17477608311","3562.85716200902","3469.54232342983","3594.93877564458","3545.20737254595","3586.05642087458","3615.59002404223","3711.89600373591","3820.95822061791","4048.57927332937","3932.24788236118",
"Middle income","MIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4610.38795319015","4558.98215351951","4502.29464137144","4532.35105929409","4553.11784707029","4638.56533636705","4796.89058233288","4939.22104682696","4960.93210949868","5076.50801481057","5294.25380068033","5415.77552300922","5592.67767571583","5850.56843748504","6215.8237722621","6565.45112558899","6995.41397924302","7490.45771484883","7805.95533803366","7905.76316697056","8391.64359843851","8783.19501523308","9126.28186524938","9484.90379826654","9812.02392938268","10112.6923881206","10465.3048158005","10874.1494748941","11266.5234319149","11572.3965041056","11224.4340308009",
"North Macedonia","MKD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11378.1479388149","10691.6360940318","10013.042353779","9286.78591669108","9134.14828401831","9025.28647832534","9103.86790902259","9200.60948056993","9460.99600421809","9824.43769581614","10224.690278978","9869.516928309","10089.9483054527","10280.53897072","10730.506703735","11213.6413613022","11770.1976764266","12511.7124952916","13174.8270404249","13103.4269078665","13514.9816622638","13807.4653504353","13727.7729238307","14108.8912783189","14596.6001512258","15139.2516204994","15553.4393238281","15706.4441718656","16145.5358997782","16773.0405718113","15931.3626006411",
"Mali","MLI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1414.88647455469","1547.08412771329","1460.948094124","1468.00727615134","1483.06795267914","1457.57199562414","1520.45692817007","1553.33384062797","1628.01433845951","1675.17042322216","1627.73231771183","1823.84068813724","1824.60114979137","1930.20736877086","1899.08202862696","1958.8187312822","1983.70555095442","1985.62342755127","2012.28126172917","2041.33021755957","2082.96193463428","2085.4208491547","2007.80692981945","1995.15925159506","2075.40068139937","2139.73629713506","2198.56038119009","2246.79742084484","2283.70241285673","2321.70219911325","2225.89423802753",
"Malta","MLT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16106.9288531113","16659.5618343884","17262.0466463192","17856.2815969513","18689.740406101","19737.0596509833","20348.5618649143","21256.8015381081","22201.5743989575","23112.0538531195","27482.888141184","26956.8107195106","27442.9701253221","28373.7770274076","28223.382143184","28992.9446725539","29612.6223495407","30918.5197283237","31893.3808214903","31294.9240340214","32867.9628475261","32881.8566627974","33929.363466615","35287.4895714815","37230.304235448","39845.1422229954","40536.7463141132","42644.0804444448","43313.5070884524","43950.6185580828","39222.1705742919",
"Myanmar","MMR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","564.227113189176","562.648089434795","580.809733880794","618.79355960864","653.231209836339","692.020845248024","729.150727945515","763.279992129624","796.923035030771","853.81904353166","948.782014420604","1055.65337133886","1167.40444433313","1306.76912265641","1473.02099597291","1659.69241198511","1867.15242231333","2086.99124711417","2303.80299496684","2527.39056101074","2762.61345927699","2947.65736981563","3113.00523474873","3330.46923404288","3574.03152121317","3663.14230165804","4020.24295322452","4224.54503061412","4467.85855039731","4739.71043843018","4857.38983360466",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6579.30741395594","6399.17208431083","6524.81469799559","6536.08442337528","6500.25385563459","6541.17808771743","6791.13049293306","6881.00926304465","7182.54287988238","7358.57555459036","7668.65223122037","7716.14024813137","7819.96937028112","7881.74627994474","8320.80436485373","8528.25592136119","8820.61424177267","9215.94286358831","9414.7101184509","9512.68054109933","9823.01553084333","9648.12259666625","9700.63240013014","9693.43465887265","9747.46900037563","9773.3115870103","10292.9012525944","10446.0374445668","10344.7667325054","10232.6918266237","9790.40462191608",
"Montenegro","MNE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12579.2666668057","13235.9988773368","12024.6833965324","12418.9871087212","12505.158907802","12692.282394275","12955.5728680778","13505.0390107935","14048.8331635435","15233.3683270383","16248.3274541508","17391.0116927504","16348.0766369376","16764.3400548602","17287.400030492","16802.3827039617","17381.7231109956","17674.6040816338","18263.5898622386","18797.8835145482","19682.2651956681","20686.5615158233","21533.9320909217","18258.9495019318",
"Mongolia","MNG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4977.78132230193","4475.81455998289","4015.20898520344","3854.13076467978","3906.56689207461","4123.94383750652","4182.34990365595","4309.65542316648","4415.92900215605","4512.1310237792","4523.50640936093","4614.38765593261","4785.97215509319","5068.3064568505","5544.7805933041","5876.28081215041","6298.23562072812","6850.07817694026","7351.82775005112","7144.82996572371","7470.78073904239","8602.94951981524","9476.92596880027","10371.2892578624","10967.1117494362","11009.7149630165","10961.9680419823","11366.3039371032","12028.6356541661","12486.077460816","11723.8735008808",
"Northern Mariana Islands","MNP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","471.325102529694","481.896855502426","436.720371050912","464.01835796079","475.249723274044","469.189503972006","506.151820491004","548.347795240673","587.863720642787","640.252515963297","630.701613637085","687.14942573975","729.289976877035","756.594282288843","792.727274213917","821.345814204148","875.916597945717","917.795240453608","958.283424091559","991.322834728107","1027.20887652935","1073.4781338343","1120.12848093229","1165.40820547454","1217.08886738517","1262.61312778202","1273.78363325041","1283.65986980986","1289.73594800556","1281.78001360291","1229.94029632743",
"Mauritania","MRT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4547.73681321775","4510.29245562499","4477.45245160045","4619.92645412624","4365.38036799334","4673.64279694981","4822.06353998911","4511.67742331119","4520.62361377144","4567.07871482764","4273.6350834409","4126.22084593406","4069.24785256374","4230.78587410535","4307.25606438656","4544.86922445351","5226.50618175951","4978.62037020618","4821.04409035713","4687.57593001949","4671.64267694339","4725.33406744292","4792.83905002265","4846.71245349499","4908.10775244043","5024.46725603806","4944.56903002169","5108.54913220438","5193.39355587253","5343.99792146683","5109.80494793199",
"Mauritius","MUS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7989.52989568772","8254.31621095615","8676.97388529026","9010.4844808123","9252.71590787507","9566.82492047816","9998.61711397722","10435.7983649269","10953.6768843756","11097.690202461","11890.5886479244","12191.9274170774","12303.1068471328","12938.1526772939","13413.9932621875","13571.8356006533","14165.9544858006","14909.1708562274","15655.6043202765","16131.7069744845","16797.8172336157","17454.7800757219","18014.9911504223","18579.3741556871","19240.2247094358","19897.4753929501","20646.933001394","21415.1161096211","22208.1381163011","22869.7563093473","19462.9316250074",
"Malawi","MWI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","952.674572626733","1014.71244872656","931.992589919094","1019.75505746116","912.009222100003","1053.90165381152","1110.88483706756","1125.81757509587","1137.80994871027","1139.80705043305","1127.19585632689","1044.57923714329","1036.79255672209","1069.78101087716","1100.11439530225","1106.91065843082","1127.87169868735","1202.04073048853","1257.48386717781","1323.61606347415","1374.57128669155","1400.59364279572","1386.78999426674","1418.07433094856","1457.47302019497","1457.50369228536","1453.77736454732","1472.14686847702","1496.73221673548","1537.14117694567","1508.84290225682",
"Malaysia","MYS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10306.0820868861","10991.0680955374","11663.6270775967","12500.5041679655","13315.4223448057","14260.0961720758","15290.9144422192","15995.7194856008","14448.7410999046","14965.6176979121","15917.0571666512","15652.0144547265","16155.6016212127","16751.4071411006","17538.4856988199","18114.1441085608","18752.5457933406","19546.985916628","20103.5041375898","19442.9853496958","20536.372513472","21289.2575389666","22132.2169241375","22855.9496949302","23906.2285804437","24787.8237457166","25541.7705112243","26661.5074160333","27577.3725763901","28421.4632396632","26471.6731494558",
"North America","NAC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39390.1942263482","38828.5190348658","39650.2923144348","40216.5503370682","41331.8118107949","41945.6357547831","43029.4924808817","44386.744429671","45797.5408556738","47415.6956993449","48863.385511523","48876.2458847384","49320.989392801","50331.3738977552","51765.9273428864","53149.8648264021","54194.4310348924","54898.8176435908","54351.2844475554","52478.3668723552","53386.1559585617","53877.7076802902","54644.7515566206","55268.9819353573","56250.7868899568","57440.3995911981","57944.1985928044","58922.1032596092","60303.7161312789","61252.760398255","58822.8688933275",
"Namibia","NAM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945.97079534146","6242.00084122863","6511.89845564491","6251.82486846363","6213.2310308844","6312.56511710609","6374.94961174701","6508.39785476466","6592.16069441592","6689.77124618654","6804.86674705892","6775.22161489033","6992.86531394458","7182.30734113984","7942.55725378717","8014.9738614059","8438.21692396164","8735.71373929235","8805.41068750531","8671.66411031293","9031.16059591911","9324.52887944537","9626.53919173564","9990.74583476367","10413.3142223463","10662.8299375379","10471.2792904205","10171.4214953612","10087.45708442","9812.60803830829","8814.59203745099",
"New Caledonia","NCL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1124.11562048573","1083.77922711548","1069.58524475251","1037.47842156807","1021.21971131832","1010.81573691173","977.202419295081","957.85680775835","1016.66931463908","978.778211546179","932.67705367843","964.724890697012","975.754214296555","960.834145852675","929.217222063004","960.85034777424","980.454574847958","973.983213231487","1010.3780151204","991.698424592764","1036.16071951619","1020.2646375485","1084.76436260643","1098.64382021811","1126.80543972729","1131.5191865057","1151.17622403893","1163.22617020833","1200.40234812149","1224.37513477719","1221.26993034856",
"Nigeria","NGA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3259.64290040807","3189.08907136026","3253.69442114382","3108.67471825696","2977.09016501163","2901.76822713651","2949.2003567185","2961.19846923008","2962.89211246602","2906.72396750425","2977.04147454063","3075.00313052884","3458.07066646502","3619.14020790471","3854.00806390933","3997.43975061575","4130.40330626342","4288.27030694183","4458.62229484372","4690.37944900228","4932.33479996173","5056.89214708727","5131.3726452234","5329.12151659822","5516.38559753258","5514.77027265177","5284.89322799694","5190.35612668836","5155.07599367409","5135.49946875343","4916.72138086439",
"Nicaragua","NIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3454.21168499663","3371.62395924647","3309.4707183776","3224.0868544364","3261.16617233388","3384.78656558613","3531.66982653036","3606.28388277298","3676.93378228626","3872.24382843479","3968.82863467851","4025.93661080274","3998.81272493513","4043.22352984085","4200.21507426917","4320.68032137067","4438.86149116213","4600.53708399163","4693.59155116244","4477.33879239179","4611.78514506767","4837.49942444397","5083.28900515284","5263.40988467164","5443.23569911075","5630.29571000949","5811.80513540161","6004.01408757341","5729.6754648657","5451.66538626743","5280.09946825664",
"Netherlands","NLD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36461.4190196424","37057.5831275013","37405.9299673421","37613.2521936233","38494.2178517725","39498.1368221301","40691.8903167389","42235.4890688287","43933.5681069516","45839.1314634489","47422.2034047837","48160.7843668965","47958.3319661157","47806.8844286609","48586.7046242077","49467.4354267059","51097.3626113331","52909.9697572206","53848.2522316971","51607.6057272318","52032.9865022429","52594.2290064164","51860.0559942119","51640.0766862304","52186.9973861206","52974.1162200949","53847.8265545448","55088.6338006744","56060.9136269404","56784.0372529824","54325.5088285114",
